
0.000000	0.000000	0.000000	0.110000
-1799.999023	-1599.999146	1599.999146	0.115000
-6600.006348	-6000.005859	6000.005859	0.120000
-10599.994141	-10599.994141	10599.994141	0.125000
-14400.013672	-14400.013672	14400.013672	0.130000
-17599.964844	-17799.964844	17799.964844	0.135000
-20600.019531	-21000.019531	20600.019531	0.140000
-22800.021484	-23200.021484	23200.021484	0.145000
-25399.949219	-25599.947266	25199.949219	0.150000
-27000.025391	-27600.025391	27200.025391	0.155000
-29200.027344	-29600.027344	29200.027344	0.160000
-30599.937500	-30999.937500	30399.937500	0.165000
-32200.031250	-32400.031250	32000.031250	0.170000
-33200.031250	-33800.031250	32800.031250	0.175000
-34599.929688	-34799.929688	34199.929688	0.180000
-35600.035156	-35800.035156	34800.031250	0.185000
-36600.035156	-36800.035156	36000.035156	0.190000
-37200.035156	-37600.035156	36400.035156	0.195000
-38399.921875	-38199.921875	37399.925781	0.200000
-38600.035156	-39000.039062	37800.035156	0.205000
-39800.039062	-39600.039062	38600.035156	0.210000
-39999.917969	-39999.917969	38599.921875	0.215000
-40600.039062	-40600.039062	39400.039062	0.220000
-41000.039062	-41000.039062	39600.039062	0.225000
-41799.914062	-41599.914062	40199.917969	0.230000
-41800.039062	-41600.039062	40400.039062	0.235000
-42600.039062	-42400.039062	40600.039062	0.240000
-42399.914062	-42199.914062	40999.917969	0.245000
-43200.042969	-43000.039062	41200.039062	0.250000
-43200.042969	-42800.039062	41400.039062	0.255000
-43800.042969	-43400.042969	41800.039062	0.260000
-43600.042969	-43600.042969	41600.039062	0.265000
-44199.777344	-43799.781250	42199.789062	0.270000
-44200.042969	-43800.042969	42000.039062	0.275000
-44600.042969	-44200.042969	42400.039062	0.280000
-44600.042969	-44000.042969	42400.039062	0.285000
-44800.042969	-44800.042969	42800.039062	0.290000
-44800.042969	-44200.042969	42400.039062	0.295000
-45199.773438	-44999.773438	42999.785156	0.300000
-45200.042969	-44800.042969	42800.039062	0.305000
-45400.042969	-45000.042969	43000.039062	0.310000
-45400.042969	-45000.042969	43000.039062	0.315000
-45600.042969	-45400.042969	43200.042969	0.320000
-45400.042969	-45200.042969	43200.042969	0.325000
-45799.769531	-45599.773438	43399.781250	0.330000
-45800.042969	-45200.042969	43200.042969	0.335000
-45600.042969	-45800.042969	43600.042969	0.340000
-45800.042969	-45400.042969	43200.042969	0.345000
-46000.042969	-45800.042969	43600.042969	0.350000
-45600.042969	-45800.042969	43600.042969	0.355000
-46199.769531	-45999.769531	43599.781250	0.360000
-45600.042969	-45800.042969	43600.042969	0.365000
-46400.042969	-46200.042969	43800.042969	0.370000
-46300.042969	-45900.042969	43800.042969	0.380000
-46000.042969	-46000.042969	43400.042969	0.385000
-46600.042969	-46400.042969	44000.042969	0.390000
-46399.769531	-45999.769531	43799.781250	0.395000
-46600.042969	-46600.042969	44000.042969	0.400000
-46400.042969	-46200.042969	43900.042969	0.410000
-46400.042969	-46200.042969	43800.042969	0.415000
-46600.042969	-46400.042969	44000.042969	0.420000
-46399.769531	-46199.769531	43799.781250	0.425000
-46800.042969	-46800.042969	44400.042969	0.430000
-46400.042969	-46400.042969	43900.042969	0.440000
-46400.042969	-46200.042969	44000.042969	0.445000
-46800.042969	-46600.042969	44000.042969	0.450000
-46399.769531	-46399.769531	43999.781250	0.455000
-46800.042969	-46800.042969	44200.042969	0.460000
-46600.042969	-46200.042969	43800.042969	0.465000
-46800.042969	-46800.042969	44400.042969	0.470000
-46600.042969	-46400.042969	43800.042969	0.475000
-46800.042969	-46800.042969	44400.042969	0.480000
-46399.769531	-46399.769531	43999.781250	0.485000
-47000.042969	-46800.042969	44200.042969	0.490000
-46400.042969	-46400.042969	44000.042969	0.495000
-47000.042969	-47000.042969	44200.042969	0.500000
-46400.042969	-46200.042969	44000.042969	0.505000
-47000.042969	-47000.042969	44400.042969	0.510000
-46700.042969	-46600.042969	44100.042969	0.520000
-46600.042969	-46600.042969	44200.042969	0.525000
-46800.042969	-46800.042969	44200.042969	0.530000
-46599.488281	-46599.488281	44199.515625	0.535000
-46800.042969	-47000.042969	44200.042969	0.540000
-46600.042969	-46400.042969	44200.042969	0.545000
-46800.042969	-47000.042969	44200.042969	0.550000
-46700.042969	-46700.042969	44000.042969	0.560000
-46600.042969	-46600.042969	44000.042969	0.565000
-47000.042969	-47000.042969	44400.042969	0.570000
-46000.042969	-46600.042969	44000.042969	0.575000
-47000.042969	-47000.042969	44400.042969	0.580000
-46600.042969	-46600.042969	44200.042969	0.585000
-46800.042969	-46800.042969	44200.042969	0.590000
-46799.488281	-46799.488281	44199.515625	0.595000
-46800.042969	-46800.042969	44400.042969	0.600000
-46600.042969	-46600.042969	44000.042969	0.605000
-47000.042969	-47000.042969	44600.042969	0.610000
-46600.042969	-46800.042969	44000.042969	0.615000
-46800.042969	-46800.042969	44400.042969	0.620000
-46800.042969	-46800.042969	44200.042969	0.625000
-46800.042969	-47000.042969	44400.042969	0.630000
-46800.042969	-46600.042969	44200.042969	0.635000
-46800.042969	-47000.042969	44400.042969	0.640000
-46800.042969	-46800.042969	44200.042969	0.645000
-46800.042969	-47000.042969	44400.042969	0.650000
-46800.042969	-46800.042969	44200.042969	0.655000
-46999.484375	-46999.484375	44399.511719	0.660000
-46600.042969	-46600.042969	44200.042969	0.665000
-47000.042969	-47200.046875	44400.042969	0.670000
-46800.042969	-46600.042969	44200.042969	0.675000
-46800.042969	-47000.042969	44400.042969	0.680000
-46800.042969	-47000.042969	44200.042969	0.685000
-47000.042969	-47000.042969	44600.042969	0.690000
-46600.042969	-46600.042969	44000.042969	0.695000
-47000.042969	-47200.046875	44400.042969	0.700000
-46600.042969	-46600.042969	44200.042969	0.705000
-47200.046875	-47200.046875	44400.042969	0.710000
-46600.042969	-46800.042969	44400.042969	0.715000
-46999.484375	-46999.484375	44199.515625	0.720000
-46600.042969	-46800.042969	44200.042969	0.725000
-47200.046875	-47200.046875	44600.042969	0.730000
-46600.042969	-46800.042969	44000.042969	0.735000
-47000.042969	-47000.042969	44600.042969	0.740000
-46800.042969	-46800.042969	44200.042969	0.745000
-47000.042969	-47200.046875	44400.042969	0.750000
-46800.042969	-46800.042969	44200.042969	0.755000
-47000.042969	-47000.042969	44400.042969	0.760000
-46800.042969	-47000.042969	44200.042969	0.765000
-47200.046875	-47200.046875	44600.042969	0.770000
-46600.042969	-46800.042969	44000.042969	0.775000
-47200.046875	-47200.046875	44200.042969	0.780000
