-0.014241	-0.010632	0.008600
-0.019026	-0.021399	0.008590
-0.001081	-0.021399	0.008590
0.015667	-0.009436	0.008600
0.002507	-0.009436	0.008600
0.002507	-0.004650	0.008590
-0.001081	-0.004949	0.008580
-0.013044	-0.007043	0.008580
-0.010652	0.011799	0.008600
-0.013044	0.014491	0.008590
-0.009456	0.002528	0.008580
0.007293	0.002528	0.008610
-0.008259	0.002528	0.008580
-0.011848	0.002528	0.008580
-0.002278	0.019276	0.008590
0.001311	0.002827	0.008600
-0.003474	-0.007043	0.008600
-0.003474	-0.004650	0.008580
-0.007063	-0.004650	0.008600
-0.010652	-0.011828	0.008600
-0.007063	-0.011828	0.008590
0.007293	0.006117	0.008590
0.008489	0.007014	0.008600
0.001311	0.008509	0.008600
0.004900	0.014491	0.008580
0.008489	0.014491	0.008590
0.007293	-0.002258	0.008600
-0.008259	-0.002258	0.008600
0.007293	0.004920	0.008590
-0.003474	0.005219	0.008600
-0.007063	0.007313	0.008590
-0.001081	0.001032	0.008590
-0.005867	-0.001061	0.008590
0.004900	0.006117	0.008600
0.001311	0.006117	0.008600
0.001311	0.006117	0.008600
0.003704	0.006117	0.008580
0.007293	-0.001061	0.008600
0.000115	0.001331	0.008600
-0.003474	0.003724	0.008580
-0.003474	-0.001061	0.008590
0.001311	-0.001061	0.008610
0.013274	0.007313	0.008590
-0.003474	0.007313	0.008580
0.006096	0.019276	0.008590
0.008489	0.016585	0.008600
0.014470	-0.002258	0.008600
-0.009456	-0.012725	0.008590
-0.004670	-0.014221	0.008590
-0.005867	-0.005847	0.008610
-0.008259	-0.005847	0.008580
0.004900	0.007313	0.008590
-0.005867	0.007313	0.008600
-0.005867	0.008509	0.008600
-0.007063	0.007014	0.008590
-0.014241	0.006117	0.008590
-0.011848	0.000135	0.008610
0.002507	0.000135	0.008600
0.003704	-0.002258	0.008590
0.003704	-0.002258	0.008600
-0.002278	-0.010632	0.008590
0.003704	-0.010183	0.008590
0.003704	-0.009436	0.008580
-0.014241	-0.008239	0.008590
0.003704	-0.008239	0.008600
0.008489	-0.011828	0.008590
0.007293	-0.011828	0.008590
0.006096	0.010902	0.008600
-0.001081	0.008808	0.008600
0.006096	-0.005847	0.008590
0.008489	-0.011081	0.008590
0.001311	-0.011828	0.008600
0.010881	0.007313	0.008600
-0.001081	0.007313	0.008580
0.010881	0.000135	0.008600
0.002507	0.000135	0.008600
0.003704	0.008509	0.008580
0.009685	0.004322	0.008580
-0.003474	0.000135	0.008600
0.000115	-0.008239	0.008600
0.002507	-0.008239	0.008580
0.014470	0.003724	0.008590
0.006096	0.003724	0.008590
0.008489	-0.008239	0.008600
0.015667	-0.005697	0.008580
0.002507	0.012098	0.008590
-0.001081	0.006864	0.008590
-0.008259	0.006117	0.008600
0.003704	0.013295	0.008590
0.010881	0.013295	0.008590
0.008489	0.020473	0.008600
0.003704	0.020473	0.008600
0.010881	0.014491	0.008580
0.010881	0.004920	0.008590
-0.002278	-0.004650	0.008600
0.000115	0.002528	0.008600
0.006096	0.002528	0.008580
0.000115	0.004920	0.008600
0.003704	0.004920	0.008600
0.006096	-0.010632	0.008600
0.000115	-0.008987	0.008580
0.008489	0.002528	0.008600
0.006096	0.001481	0.008600
0.004900	0.001331	0.008580
0.002507	0.008509	0.008570
0.001311	0.008509	0.008610
0.006096	0.000135	0.008600
0.007293	0.000135	0.008580
-0.001081	0.008509	0.008580
-0.002278	0.012098	0.008600
-0.002278	0.018080	0.008590
0.001311	-0.008239	0.008580
0.001311	-0.008239	0.008590
0.007293	-0.014221	0.008600
0.007293	-0.014221	0.008600
0.003704	-0.009436	0.008590
0.000115	-0.010333	0.008600
-0.011848	-0.016614	0.008600
0.008489	-0.003005	0.008590
-0.005867	-0.001061	0.008590
-0.001081	0.000135	0.008600
-0.013044	0.000135	0.008600
-0.014241	0.006117	0.008590
0.000115	0.006117	0.008590
0.006096	0.010902	0.008590
0.004900	0.011650	0.008610
0.002507	0.012098	0.008590
0.002507	0.008509	0.008590
0.003704	0.008509	0.008590
0.009685	-0.007043	0.008600
-0.007063	-0.007043	0.008590
0.001311	-0.010632	0.008610
0.009685	-0.007342	0.008590
0.003704	0.002528	0.008580
-0.002278	-0.004650	0.008580
-0.007063	-0.004650	0.008600
-0.020222	-0.010632	0.008600
-0.003474	-0.010632	0.008580
0.003704	0.012098	0.008600
-0.008259	0.011799	0.008590
0.001311	0.009706	0.008600
-0.002278	0.002528	0.008580
0.012078	0.000135	0.008600
0.012078	-0.007043	0.008600
-0.011848	-0.007043	0.008590
0.003704	0.013295	0.008580
-0.002278	0.013295	0.008590
-0.017830	-0.009436	0.008610
-0.014241	-0.011230	0.008580
0.007293	-0.013025	0.008590
-0.002278	0.000135	0.008610
-0.004670	0.000135	0.008610
-0.002278	0.014491	0.008580
0.012078	0.014491	0.008600
0.013274	0.013295	0.008600
-0.001081	0.010005	0.008580
-0.002278	0.000135	0.008580
-0.001081	0.013295	0.008600
-0.001081	0.013295	0.008600
-0.005867	0.002528	0.008580
-0.005867	0.002528	0.008590
-0.001081	0.007313	0.008620
0.000115	0.007313	0.008590
-0.002278	-0.004650	0.008580
0.009685	0.003425	0.008600
0.006096	0.006117	0.008600
-0.003474	0.008509	0.008600
0.006096	0.008509	0.008580
0.006096	-0.005847	0.008590
0.000115	-0.005847	0.008600
-0.013044	-0.005847	0.008590
-0.010652	-0.006295	0.008590
0.001311	-0.007043	0.008600
0.004900	0.002528	0.008600
0.012078	0.002528	0.008590
0.008489	0.019276	0.008580
0.003704	0.019276	0.008600
0.010881	0.002528	0.008600
0.006096	0.002528	0.008580
0.000115	-0.015417	0.008590
-0.002278	-0.010034	0.008600
-0.010652	-0.008239	0.008600
-0.004670	0.003724	0.008580
-0.001081	0.003724	0.008600
0.007293	0.006117	0.008600
0.002507	0.006117	0.008590
0.001311	0.014491	0.008580
0.006096	0.010304	0.008600
0.000115	0.006117	0.008600
0.000115	0.027650	0.008580
-0.010652	0.027650	0.008590
-0.003474	0.012098	0.008600
0.002507	0.012098	0.008600
0.000115	0.002528	0.008580
0.008489	0.002229	0.008590
0.009685	0.000135	0.008600
0.013274	0.007313	0.008600
0.003704	0.009706	0.008590
0.001311	0.006117	0.008580
-0.004670	0.006117	0.008600
-0.008259	-0.026184	0.008600
-0.002278	-0.026184	0.008590
0.000115	0.009706	0.008590
-0.005867	0.011500	0.008610
0.008489	0.013295	0.008600
-0.003474	-0.007043	0.008580
0.004900	-0.007043	0.008610
0.002507	-0.015417	0.008620
0.004900	-0.015417	0.008590
0.008489	0.002528	0.008590
0.009685	0.000584	0.008600
0.006096	-0.013025	0.008600
-0.001081	-0.001510	0.008590
0.000115	0.000135	0.008590
-0.004670	-0.019006	0.008590
-0.014241	-0.019006	0.008600
-0.002278	-0.017810	0.008580
0.006096	-0.017810	0.008600
0.006096	0.001331	0.008590
-0.004670	0.002079	0.008580
0.009685	0.002528	0.008590
0.001311	0.001331	0.008600
-0.005867	0.001331	0.008610
-0.009456	-0.008239	0.008580
-0.008259	-0.008239	0.008590
0.012078	0.002528	0.008590
-0.005867	0.002079	0.008600
